1751328000000000,107146.51000000,107146.51000000,107123.13000000,107126.37000000,8.20753000,1751328059999999,879331.93753060,1176,1.15717000,123967.05060600,0
1751328060000000,107126.37000000,107138.24000000,107116.93000000,107138.24000000,7.80796000,1751328119999999,836404.45575610,979,3.42808000,367226.26822990,0
1751328120000000,107138.24000000,107150.14000000,107129.80000000,107150.14000000,4.29819000,1751328179999999,460498.63466960,1078,2.05752000,220438.84501930,0
1751328180000000,107150.14000000,107160.00000000,107150.13000000,107160.00000000,1.89707000,1751328239999999,203273.75973430,598,1.62186000,173784.44846780,0
1751328240000000,107159.99000000,107160.00000000,107133.08000000,107139.71000000,3.22367000,1751328299999999,345400.66352730,1003,0.32546000,34870.46527940,0
1751328300000000,107139.70000000,107139.71000000,107093.35000000,107098.80000000,1.91096000,1751328359999999,204680.79190410,1189,0.58750000,62920.55272090,0
1751328360000000,107098.79000000,107156.28000000,107094.00000000,107156.28000000,4.96678000,1751328419999999,532040.49943600,2045,3.94222000,422298.67198380,0
1751328420000000,107156.27000000,107176.57000000,107139.14000000,107176.56000000,3.85275000,1751328479999999,412836.35532920,1215,1.07180000,114849.84205800,0
1751328480000000,107176.56000000,107196.82000000,107176.56000000,107188.80000000,2.77662000,1751328539999999,297624.17723940,919,1.83135000,196299.19170490,0
1751328540000000,107188.79000000,107246.73000000,107188.79000000,107246.72000000,3.60618000,1751328599999999,386653.89688120,1433,2.54091000,272443.07519880,0
1751328600000000,107246.72000000,107272.00000000,107222.97000000,107232.60000000,8.12333000,1751328659999999,871169.51920550,1908,4.56222000,489269.01076740,0
1751328660000000,107232.61000000,107271.49000000,107232.60000000,107271.49000000,7.81104000,1751328719999999,837698.19423190,1252,7.17727000,769728.38240670,0
1751328720000000,107271.48000000,107300.90000000,107271.48000000,107300.90000000,4.83537000,1751328779999999,518770.47449790,835,4.42754000,475013.98024730,0
1751328780000000,107300.89000000,107359.79000000,107300.89000000,107343.51000000,6.26137000,1751328839999999,672146.14984370,1911,2.78555000,299000.59589150,0
1751328840000000,107343.51000000,107343.51000000,107335.07000000,107335.08000000,6.23147000,1751328899999999,668896.93067170,440,2.12300000,227889.91298860,0
1751328900000000,107335.07000000,107346.81000000,107335.07000000,107346.81000000,2.61953000,1751328959999999,281185.74952020,450,1.25547000,134763.56002580,0
1751328960000000,107346.80000000,107431.83000000,107346.80000000,107431.82000000,12.82463000,1751329019999999,1377132.01941750,2162,10.69043000,1147973.66011730,0
1751329020000000,107431.82000000,107438.79000000,107382.29000000,107393.65000000,7.34326000,1751329079999999,788779.20765850,1734,2.04604000,219791.17361190,0
1751329080000000,107393.65000000,107433.89000000,107393.64000000,107433.88000000,3.73712000,1751329139999999,401434.07020150,1078,3.47610000,373396.96895740,0
1751329140000000,107433.89000000,107433.89000000,107422.55000000,107430.63000000,3.68266000,1751329199999999,395623.62154310,463,1.91091000,205288.46979450,0
1751329200000000,107430.63000000,107449.25000000,107430.63000000,107441.19000000,4.60565000,1751329259999999,494848.20768160,1011,1.84633000,198365.04922260,0
1751329260000000,107441.19000000,107441.20000000,107433.51000000,107433.51000000,2.95797000,1751329319999999,317788.59746470,414,1.01017000,108526.45697210,0
1751329320000000,107433.52000000,107433.52000000,107412.66000000,107416.41000000,3.79389000,1751329379999999,407539.85672560,713,1.30181000,139834.61122930,0
1751329380000000,107416.42000000,107416.42000000,107359.78000000,107359.79000000,3.32885000,1751329439999999,357487.61651930,1378,0.16771000,18005.72380460,0
1751329440000000,107359.79000000,107359.79000000,107253.29000000,107253.30000000,5.34782000,1751329499999999,573882.81962440,1923,0.16166000,17343.83335170,0
1751329500000000,107253.30000000,107253.30000000,107147.82000000,107187.90000000,14.17000000,1751329559999999,1518883.03956380,2736,2.09220000,224220.58202390,0
