1748736000000000,104591.88000000,104647.11000000,104591.88000000,104647.11000000,10.71688000,1748736059999999,1121053.19051460,1136,9.99825000,1045871.17272520,0
1748736060000000,104647.10000000,104647.11000000,104586.63000000,104600.77000000,7.66093000,1748736119999999,801527.84440740,1720,0.74690000,78126.09516900,0
1748736120000000,104600.77000000,104600.77000000,104537.73000000,104584.90000000,14.36089000,1748736179999999,1501708.17415270,2082,2.03803000,213091.21318990,0
1748736180000000,104584.90000000,104605.60000000,104571.90000000,104571.90000000,5.73848000,1748736239999999,600178.17574240,1699,1.60349000,167711.85023980,0
1748736240000000,104571.91000000,104571.91000000,104530.42000000,104530.43000000,5.93259000,1748736299999999,620261.15545780,1514,0.50001000,52276.21782260,0
1748736300000000,104530.43000000,104559.56000000,104530.42000000,104555.93000000,4.76396000,1748736359999999,498029.56928550,1538,3.81598000,398915.71247370,0
1748736360000000,104555.93000000,104559.56000000,104552.29000000,104552.29000000,3.63087000,1748736419999999,379632.39105460,777,2.25941000,236237.92094230,0
1748736420000000,104552.29000000,104552.29000000,104527.69000000,104527.70000000,4.47083000,1748736479999999,467364.83683630,1465,0.82774000,86525.65787300,0
1748736480000000,104527.69000000,104535.84000000,104509.21000000,104524.05000000,8.50740000,1748736539999999,889220.23438500,1888,2.63802000,275739.80544660,0
1748736540000000,104524.05000000,104535.84000000,104524.05000000,104535.84000000,1.23023000,1748736599999999,128593.91780850,572,0.85029000,88880.44426300,0
1748736600000000,104535.84000000,104536.59000000,104525.11000000,104525.12000000,3.28501000,1748736659999999,343395.15191460,683,0.67580000,70643.31661260,0
1748736660000000,104525.11000000,104525.12000000,104506.11000000,104510.94000000,7.06215000,1748736719999999,738086.71035060,1335,3.38748000,354029.44376720,0
1748736720000000,104510.94000000,104520.27000000,104510.13000000,104510.14000000,2.90888000,1748736779999999,304027.32584680,435,0.51901000,54244.05459270,0
1748736780000000,104510.13000000,104510.13000000,104454.41000000,104475.04000000,9.24726000,1748736839999999,966229.00418610,2387,1.98883000,207762.87990390,0
1748736840000000,104475.03000000,104475.04000000,104462.55000000,104473.01000000,1.69669000,1748736899999999,177251.85228220,690,1.12638000,117671.34431060,0
1748736900000000,104473.01000000,104487.81000000,104414.88000000,104429.12000000,8.23780000,1748736959999999,860550.96305480,2817,2.43070000,253934.56461970,0
